Processo,Modalidade,,,Nro. Modalidade,Abertura,,,,Situação,Objeto,,
140/2020,DISPENSA DE LICITAÇÃO,74,08-05-2020 13:00,,11-05-2020,Encerrado,"Contratação de empresa para serviços xerográficos de Kits Escolares para as Escolas Municipais, onde estão sendo realizadas atividades remotas destinadas a atender todos os alunos das Unidades Escolares do Município de Prata-MG, devido a Pandemia - COVID-19. Decreto n° 3.487 de 28 de Abril e 2020.",,,,,
139/2020,DISPENSA DE LICITAÇÃO,73,08-05-2020 10:00,,11-05-2020,Encerrado,Aquisição em caráter emergencial de EPI - Escudo Facial em acrílico para os funcionários das Unidades de Saúde do Município. Conforme repasse pelo Fundo Nacional de  Saúde para ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA - COVID-19. Conta 6240224.,,,,,
138/2020,DISPENSA DE LICITAÇÃO,72,08-05-2020 09:00,,11-05-2020,Encerrado,"Aquisição de suplemento alimentar para a paciente Heloísa Rodrigues Moreira Leite, conforme determinação de Ação Civil Pública nº 5000307-96.2020.8.13.0528.",,,,,
110/2020,PREGÃO PRESENCIAL,32,08-05-2020 08:30,,23-04-2020,Encerrado,"Aquisição de gêneros alimentícios, bebidas não alcoólicas, descartáveis, kits de lanches e outros materiais, bem como locação de mesas e cadeiras, visando atendimento a projetos, reuniões, campanhas de vacinação e eventos promovidos pela Secretaria de Ação Social, Trabalho e Promoção Humana, Gabinete do Prefeito, CRAS, Centros de Múltiplo Uso, PSF's, Vigilância Epidemiológica, Vigilância Sanitária, Secretaria de Saúde, Atenção Especializada, Vigilância Ambiental - Zoonoses, CAPS, Secretaria de Esporte e Lazer, Secretaria de Educação, Secretaria de Cultura, Secretaria de Obras, durante o exercício de 2020.",,,,,
137/2020,DISPENSA DE LICITAÇÃO,71,08-05-2020 08:00,,11-05-2020,Encerrado,"Aquisição de medicamento excepcional para a paciente Maria José Gonçalves da Silva, conforme determinação de Ação Civil Pública nº 0005738-70.2018.8.13.0528.",,,,,
135/2020,PREGÃO - REGISTRO DE PREÇO,9,07-05-2020 13:00,,07-05-2020,Encerrado,"Adesão mediante ""CARONA"" à Ata de Registro de Preço nº 49/2019, através do Processo Licitatório n° 051/2019, Pregão Presencial nº 026/2019, realizado pela Prefeitura Municipal de Rio Novo, visando a contratação de empresa para assessoria e consultoria Jurídica Tributária Municipal para aumento da arrecadação municipal, referente a taxa de Licença Ambiental e Taxa de Localização e funcionamento devidas por operadoras de telefonia móvel, via rádio base, em especial, e demais contribuintes instalados no município de Prata-MG",,,,,
107/2020,PREGÃO PRESENCIAL,31,06-05-2020 08:30,,20-04-2020,Encerrado,"Aquisição de gêneros alimentícios, bebidas não alcoólicas, fraldas descartáveis e produtos de higiene pessoal para manutenção da Casa de Acolhimento ""Jamile Miguel Teodoro"", situada à Rua Presidente Antônio Carlos, nº 518, em Prata/MG.",,,,,
133/2020,DISPENSA DE LICITAÇÃO,70,04-05-2020 13:00,,05-05-2020,Encerrado,"Contratação de empresa prestadora de serviço médico-hospitalar para realização de procedimento de aplicação do medicamento Ranibizumabe (Lucentis incluso) para a paciente Aparecida Ramos, conforme determinação de Ação Civil Pública nº 0004382-06.2019.8.13.0528.",,,,,
132/2020,DISPENSA DE LICITAÇÃO,69,04-05-2020 10:00,,05-05-2020,Encerrado,Aquisição de máscaras de tecido para serem distribuídas a população Municipal. Conforme recurso repassado pelo Fundo Nacional de Saúde para ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA - COVID-19. Conta 6240224.,,,,,
105/2020,TOMADA DE PREÇOS,8,04-05-2020 08:30,,16-04-2020,Fracassado,"Contratação de empresa especializada na área de engenharia para elaboração de projetos, fornecimento de materiais e execução de obras de extensão de redes para iluminação de ",,,,,
,,,,,,,"campos de futebol em locais diversos, com adequação de rede, conforme projeto elaborado e memorial descritivo, com fornecimento de mão de obra e materiais para os locais: Comunidade Boa Vista, Distrito de Patrimônio do Rio do Peixe e Povoado de Monjolinho.",,,,,
131/2020,DISPENSA DE LICITAÇÃO,68,29-04-2020 10:00,,30-04-2020,Encerrado,"Aquisição de suplemento alimentar para o paciente Gustavo Gabriel Soares Silva, conforme determinação de Ação Civil Pública nº 5001028-82.2019.8.13.0528.",,,,,
130/2020,DISPENSA DE LICITAÇÃO,67,29-04-2020 09:00,,30-04-2020,Encerrado,"quisição de medicamento excepcional para o paciente Waldemar Divino de Freitas, conforme determinação de Ação Civil Pública nº 0005860-83.2018.8.13.0528.",,,,,
129/2020,DISPENSA DE LICITAÇÃO,66,29-04-2020 08:00,,30-04-2020,Encerrado,Aquisição de máscaras descartáveis para funcionários das Unidades de Saúde. Conforme recurso transferido pelo Fundo Nacional de Saúde para ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA - COVID-19. Conta 6240224.,,,,,
127/2020,DISPENSA DE LICITAÇÃO,65,27-04-2020 16:00,,28-04-2020,Encerrado,"Contratação de empresa para prestação de serviços de Assessoria e Consultoria a Secretaria de Finanças, visando um incremento na arrecadação do Imposto Territorial Rural - ITR, buscando receitas ao município e atuando no cumprimento dos termos do convênio e na implementação dos repasses deste tributo ao Município de Prata - MG.",,,,,
126/2020,DISPENSA DE LICITAÇÃO,64,27-04-2020 15:00,,28-04-2020,Encerrado,Aquisição de máscaras de tecido para serem distribuídos a população Municipal. Conforme recurso repassado pelo Fundo Nacional de Saúde para ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA - COVID-19. Conta 6240224.,,,,,
125/2020,DISPENSA DE LICITAÇÃO,63,27-04-2020 14:00,,28-04-2020,Encerrado,Contratação de empresa especializada em serviços de análise química em efluentes gerados na ETE - Estação de Tratamento de Esgoto do município de Prata - MG.,,,,,
124/2020,DISPENSA DE LICITAÇÃO,62,27-04-2020 13:00,,28-04-2020,Encerrado,Aquisição de equipamentos hospitalares para o Pronto Atendimento Municipal - PAM. Conforme recurso repassado pelo Fundo Nacional de Saúde para ENFRETAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA - COVID-19. Conta 6240224.,,,,,
122/2020,DISPENSA DE LICITAÇÃO,61,27-04-2020 10:00,,28-04-2020,Encerrado,"Aquisição de equipamentos hospitalares para o Pronto Atendimento Municipal, conforme recurso repassado pelo Fundo Nacional de Saúde para enfrentamento da emergência de Saúde Pública. Conta: 6240224.",,,,,
121/2020,DISPENSA DE LICITAÇÃO,60,27-04-2020 09:00,,28-04-2020,Encerrado,"Aquisição de Ventilador Pulmonar Eletrônico Microprocessado, para o Pronto Atendimento Municipal - PAM. Conforme recurso repassado pelo Fundo Nacional de Saúde para ENFRETAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA - COVID-19. Conta 62402224.",,,,,
120/2020,DISPENSA DE LICITAÇÃO,59,27-04-2020 08:00,,28-04-2020,Encerrado,Aquisição em caráter emergencial de Kits para coleta de Swab para realização de exames tipo RT-PCR e Kits de testes rápido (IGG e IGM) para detecção de COVID 19 em pacientes suspeitos. Conforme recurso transferido pelo Fundo Nacional de Saúde para ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA - COVID-19. Conta: 6240224.,,,,,
118/2020,DISPENSA DE LICITAÇÃO,58,24-04-2020 13:00,,27-04-2020,Encerrado,"Contratação de empresa prestadora de serviço médico-hospitalar para realização de procedimento de aplicação intra-ocular (em olho esquerdo) do medicamento Lucentis (medicamento incluso) para a paciente Luciene Souza Silva, conforme determinação de Ação Civil Pública nº 5000302-74.2020.8.13.0528.",,,,,
117/2020,DISPENSA DE LICITAÇÃO,57,24-04-2020 10:00,,27-04-2020,Encerrado,Aquisição de Conjunto cirúrgico para os profissionais de saúde que atuam nas Unidades de Saúde do Município. Conforme recurso repassado pelo Fundo Nacional de Saúde para ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA - COVID 19. Conta: 66240224.,,,,,
116/2020,DISPENSA DE LICITAÇÃO,56,24-04-2020 08:00,,27-04-2020,Encerrado,"aquisição de equipamentos de proteção individual - EPI, para serem usados pelos servidores públicos do Setor de Segurança do Trabalho, do Setor de Limpeza, do Cemitério Municipal e do Setor de Esgoto Sanitário, seguindo as recomendações de medidas a serem implementadas para prevenção e controle da disseminação do novo coronavírus (COVID-19).",,,,,
115/2020,DISPENSA DE LICITAÇÃO,55,23-04-2020 15:00,,24-04-2020,Encerrado,"Aquisição de suplemento alimentar Leite Neocate LCP - lata de 400g para a paciente Heloísa Rodrigues Moreira Leite, conforme determinação de Ação Civil Pública nº 5000307-96.2020.8.13.0528.",,,,,
114/2020,DISPENSA DE LICITAÇÃO,54,23-04-2020 14:00,,24-03-2020,Encerrado,"Aquisição de suplemento alimentar Nutren 1.0 - lata de 400g para a paciente Grinaura Oliveira do Santos, conforme determinação de Ação Civil Pública nº 5000647-74.2019.8.13.0528.",,,,,
113/2020,DISPENSA DE LICITAÇÃO,53,23-04-2020 13:00,,24-04-2020,Encerrado,"Aquisição de aparelho CPAP e máscaras para o mesmo, para a paciente Lucimar Silva Rosa Gonçalves, conforme determinação de Civil Pública nº 5000258-55.2020.8.13.0528.",,,,,
112/2020,DISPENSA DE LICITAÇÃO,52,23-04-2020 10:00,,24-03-2020,Encerrado,"Aquisição de suplemento alimentar Fresubin Proteín - lata de 300g para a paciente Marilene de Fátima Ribeiro do Vale, conforme determinação de Ação Civil Pública nº 5000032-50.2020.8.13.0528.",,,,,
111/2020,DISPENSA DE LICITAÇÃO,51,23-04-2020 09:00,,24-04-2020,Encerrado,Aquisição de medicamento excepcional para o paciente Edgar Costa Santos conforme determinação de Ação Civil Pública nº 0034394-17.2014.4.01.3803.,,,,,
103/2020,PREGÃO - REGISTRO DE PREÇO,6,23-04-2020 08:30,,09-04-2020,Encerrado,"Registro de preços para futura e eventual aquisição de materiais elétricos para suprir as necessidades das diversas Secretarias da Prefeitura Municipal de Prata-MG, durante o exercício de 2020.",,,,,
109/2020,DISPENSA DE LICITAÇÃO,50,22-04-2020 10:00,,23-04-2020,Encerrado,"Aquisição de suplemento alimentar Resourse Proteín - lata de 240g para o paciente Josafá Feliciano Sousa, conforme determinação de Ação Civil Pública nº 5000146-86.2020.8.13.0528.",,,,,
108/2020,DISPENSA DE LICITAÇÃO,49,22-04-2020 09:00,,23-04-2020,Encerrado,"Aquisição de suplemento alimentar para o paciente Pedro Antônio Ferreira de Lima, conforme determinação de Ação Civil Pública nº 5001026-15.2019.8.13.0528.",,,,,
102/2020,PREGÃO PRESENCIAL,30,22-04-2020 08:30,,08-04-2020,Encerrado,"Contratação de empresa especializada para prestação de serviços de locação de aparelho Bipap para o paciente Douglas Ronaldo dos Santos, em atendimento a Ação Civil Pública nº 0000408-92.2018.8.13.0528.",,,,,
106/2020,DISPENSA DE LICITAÇÃO,48,15-04-2020 14:00,,16-04-2020,Encerrado,"Contratação de empresa especializada para execução de serviços de manutenção em poço artesiano e aquisição de um conjunto motobomba nova para ser instalada em poço artesiano do Distrito do Patrimônio do Rio do Peixe, no município de Prata-MG.",,,,,
100/2020,PREGÃO - REGISTRO DE PREÇO,5,15-04-2020 08:30,,01-04-2020,Encerrado,"Registro de Preços para futura e eventual contratação de empresa para prestação de serviços de borracharia, para suprir as necessidades das Secretarias da Prefeitura Municipal de Prata/MG, durante o exercício de 2020.",,,,,
104/2020,DISPENSA DE LICITAÇÃO,47,14-04-2020 16:00,,15-04-2020,Encerrado,"Contratação de empresa especializada para execução de serviços de manutenção em equipamento de Raio X, marca Sawae e modelo Altus série 1634, patrimônio nº 13.958, referente a manutenção preventiva e corretiva, com alinhamento de mesa, estativa e mural do aparelho e testes gerais de funcionamento, do PAM - Pronto Atendimento Municipal.",,,,,
92/2020,TOMADA DE PREÇOS,7,14-04-2020 08:30,,27-03-2020,Encerrado,"Contratação de pessoa jurídica para prestação de serviços de engenharia para construção de muro de arrimo com aterramento para contenção de casas com risco de deslizamento, situadas na Rua Estevan Dias da Cruz nº 251/255, bairro Jardim Brasil, no município de Prata/MG.",,,,,
91/2020,TOMADA DE PREÇOS,6,13-04-2020 08:30,,27-03-2020,Encerrado,"Contratação de empresa especializada no ramo de engenharia para fornecimento, usinagem e aplicação de 1.250 toneladas de massa asfáltica em CBUQ (Concreto betuminoso usinado a quente) destinado à operação de ""tapa buraco"", em diversas ruas e logradouros do município de Prata-MG.",,,,,
87/2020,TOMADA DE PREÇOS,5,09-04-2020 08:30,,23-03-2020,Encerrado,"Contratação de pessoa jurídica para execução de obras/serviços de engenharia para construção, sinalização, construção de rede de esgoto e construção de meio fio e sarjetas para Ponte ""Coronel Emídio Marques"", localizada na Rua Coronel Emídio Marques, s/nº, bairro Primavera, no município de Prata/MG.",,,,,
90/2020,PREGÃO PRESENCIAL,29,07-04-2020 08:30,,26-03-2020,Encerrado,"Aquisição de materiais elétricos para reforma do prédio e da quadra de esportes da Escola Municipal Dom Pedro II, no Distrito de Três Barras.",,,,,
89/2020,PREGÃO PRESENCIAL,28,03-04-2020 08:30,,24-03-2020,Encerrado,"Aquisição de materiais de consumo, uniformes e premiações, atendendo ao Convênio nº 885879/2019, celebrado entre o município de Prata/MG e a Secretaria Nacional de Futebol e Defesa dos Direitos do Torcedor/Ministério da Cidadania, para realização de Campeonato Regional e Municipal de Futebol e Futsal Feminino e Masculino do Triângulo Mineiro - Categorias de Base e Adulto, no município de Prata-MG, conforme previsto no Plano de Trabalho.",,,,,
86/2020,PREGÃO PRESENCIAL,27,02-04-2020 13:30,,19-03-2020,Deserto,"Contratação de pessoa jurídica para prestação de serviços de confecção e instalação de 21 (vinte e uma) placas outdoors, 07 (sete) faixas todas em impressão digital e 137 (cento e trinta e sete) horas de propaganda volante, atendendo ao Convênio nº 885879/2019, celebrado entre o município de Prata/MG e a Secretaria Nacional de Futebol e Defesa dos Direitos do Torcedor/Ministério da Cidadania, para realização de Campeonato Regional e Municipal de Futebol e Futsal Feminino e Masculino do Triângulo Mineiro - Categorias de Base e Adulto, no município de Prata-MG, conforme previsto no Plano de Trabalho.",,,,,
85/2020,PREGÃO PRESENCIAL,26,02-04-2020 08:30,,19-03-2020,Encerrado,"Contratação de empresa especializada em arbitragem com deslocamento incluso, atendendo ao Convênio nº 885879/2019, celebrado entre o município de Prata/MG e a Secretaria Nacional de Futebol e Defesa dos Direitos do Torcedor/Ministério da Cidadania, para realização de Campeonato Regional e Municipal de Futebol e Futsal Feminino e Masculino do Triângulo Mineiro - Categorias de Base e Adulto, no município de Prata-MG, conforme previsto no Plano de Trabalho.",,,,,
75/2020,CHAMADA PUBLICA,2,01-04-2020 08:30,,11-03-2020,Encerrado,"Seleção de empresa do ramo da construção civil para a apresentação de proposta para a construção de 30 (trinta) casas no âmbito do Programa Minha Casa, Minha Vida, o qual foi instituído pela Lei Federal nº 11.977 de 07 de julho de 2009, regulamentado pelo Decreto Federal nº 6.820, de 13 de abril de 2009, e pelo Decreto Federal nº 7.499 de 16 de julho de 2011, e é operado pela Caixa Econômica Federal (CEF).",,,,,
101/2020,DISPENSA DE LICITAÇÃO,46,31-03-2020 14:00,,01-04-2020,Encerrado,"Aquisição de insumos para diabetes para o paciente José Rodrigues Nobre, conforme determinação de Ação Civil Pública nº 0005393-75.2016.8.13.0528.",,,,,
99/2020,DISPENSA DE LICITAÇÃO,45,31-03-2020 10:00,,01-04-2020,Encerrado,"Aquisição de ferramentas e materiais de construção, para atender emergência, no reparo e reconstituição em vias públicas, decorrentes de estragos causados pelas fortes chuvas no município, conforme Decreto n° 3.465 de 29 de Fevereiro de 2020, que declara situação anormal, caracterizada como situação de emergência no município de Prata-MG.",,,,,
81/2020,PREGÃO PRESENCIAL,25,31-03-2020 08:30,,18-03-2020,Encerrado,"Contratação de instrutor de música, na modalidade violão, para o Projeto de Serviço de Convivência e Fortalecimento de Vínculos (SCFV), promovido pelo Centro de Referência da Assistência Social - CRAS, situado à Rua João de Almeida Macedo, nº 469, Bairro Centro, Prata-MG.",,,,,
